language,id,name,url,birth_place,native_language,other_languages,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_url,age,sex,has_mp3,length_of_time_speaking_english,sample_length
portuguese,290,portuguese9,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=290,"sao paulo, brazil",portuguese,french spanish,14.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/portuguese9.mp3,18.0,male,True,4.0,374753.0
panjabi,291,punjabi1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=291,"sargodha, pakistan",punjabi,urdu,10.0,academic,usa,0.25,https://accent.gmu.edu/soundtracks/punjabi1.mp3,34.0,male,True,24.0,681487.0
panjabi,292,punjabi2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=292,"hoshiarpur, india",punjabi,hindi-urdu thai,10.0,academic,usa,0.6,https://accent.gmu.edu/soundtracks/punjabi2.mp3,26.0,male,True,16.0,405570.0
quechua,293,quechua1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=293,"cochabamba, bolivia",quechua,spanish,15.0,academic,usa,8.0,https://accent.gmu.edu/soundtracks/quechua1.mp3,53.0,female,True,38.0,475874.0
quechua,294,quechua2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=294,"huanuco, provincia dos de mayo, peru",quechua,spanish portuguese,27.0,naturalistic,usa,5.0,https://accent.gmu.edu/soundtracks/quechua2.mp3,32.0,female,True,5.0,1077121.0
romanian,295,romanian1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=295,"timisoara, romania",romanian,russian,12.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/romanian1.mp3,24.0,male,True,12.0,404405.0
romanian,296,romanian2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=296,"bucharest, romania",romanian,spanish,14.0,academic,usa,22.0,https://accent.gmu.edu/soundtracks/romanian2.mp3,62.0,male,True,48.0,601293.0
romanian,297,romanian3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=297,"birtem, romania",romanian,none,32.0,naturalistic,usa,18.0,https://accent.gmu.edu/soundtracks/romanian3.mp3,50.0,male,True,18.0,651100.0
romanian,298,romanian4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=298,"bucharest, romania",romanian,german french,32.0,naturalistic,,0.0,https://accent.gmu.edu/soundtracks/romanian4.mp3,35.0,female,True,3.0,431040.0
russian,299,russian1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=299,"nizhni novgorod, russia",russian,none,36.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/russian1.mp3,37.0,male,True,1.0,518987.0
russian,300,russian10,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=300,"moscow, russia",russian,french polish german japanese welsh,5.0,academic,uk,0.5,https://accent.gmu.edu/soundtracks/russian10.mp3,20.0,female,True,15.0,302348.0
russian,301,russian11,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=301,"ola magadan, russia",russian,french german,13.0,academic,usa,15.0,https://accent.gmu.edu/soundtracks/russian11.mp3,54.0,male,True,41.0,534693.0
russian,302,russian2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=302,"izmail, ukraine",russian,polish czech,10.0,academic,usa,7.0,https://accent.gmu.edu/soundtracks/russian2.mp3,50.0,female,True,40.0,529951.0
russian,303,russian3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=303,"zaporizhzhya, ukraine",russian,ukrainian,6.0,academic,usa,7.0,https://accent.gmu.edu/soundtracks/russian3.mp3,35.0,female,True,29.0,375155.0
russian,304,russian4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=304,"moscow, russia",russian,albanian,38.0,academic,usa,9.0,https://accent.gmu.edu/soundtracks/russian4.mp3,68.0,female,True,30.0,1058273.0
russian,305,russian5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=305,"khabarovsk, russia",russian,hebrew,15.0,academic,usa,0.3,https://accent.gmu.edu/soundtracks/russian5.mp3,25.0,female,True,10.0,490960.0
russian,306,russian6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=306,"moscow, russia",russian,none,11.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/russian6.mp3,26.0,female,True,15.0,438933.0
russian,307,russian7,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=307,"kiev, ukraine",russian,ukrainian,13.0,academic,usa,23.0,https://accent.gmu.edu/soundtracks/russian7.mp3,54.0,female,True,41.0,439706.0
russian,308,russian8,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=308,"moscow, russia",russian,none,12.0,academic,usa,27.0,https://accent.gmu.edu/soundtracks/russian8.mp3,66.0,male,True,54.0,656116.0
russian,309,russian9,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=309,"moscow, russia",russian,hebrew italian,7.0,academic,,0.0,https://accent.gmu.edu/soundtracks/russian9.mp3,23.0,male,True,16.0,361588.0
sardinian,310,sardinian1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=310,"zofingen, switzerland",sardinian,german,11.0,academic,"usa,uk",13.0,https://accent.gmu.edu/soundtracks/sardinian1.mp3,35.0,female,True,24.0,463884.0
sarua,311,sarua1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=311,"ndjamena, chad",sarua,arabic french,10.0,academic,usa,0.1,https://accent.gmu.edu/soundtracks/sarua1.mp3,21.0,male,True,11.0,880188.0
satawalese,312,satawalese1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=312,"satawal island, yap state, federated states of micronesia",satawalese,woleaian ulithian chuukese,6.0,academic,federated states of micronesia,41.0,https://accent.gmu.edu/soundtracks/satawalese1.mp3,41.0,male,True,35.0,448936.0
satawalese,313,satawalese2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=313,"satawal island, yap state, federated states of micronesia",satawalese,woleaian ulithian chuukese,6.0,academic,federated states of micronesia,30.0,https://accent.gmu.edu/soundtracks/satawalese2.mp3,30.0,female,True,24.0,533890.0
serbian,314,serbian1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=314,"bosanska krupa, bosnia",serbian,german,47.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/serbian1.mp3,47.0,female,True,0.0,646393.0
serbian,315,serbian2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=315,"zrenjanin, serbia, serbia",serbian,german,15.0,academic,usa,0.8,https://accent.gmu.edu/soundtracks/serbian2.mp3,36.0,male,True,21.0,618343.0
italian,316,sicilian1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=316,"fiumedinisi, sicily",sicilian,italian spanish french,23.0,naturalistic,usa,54.0,https://accent.gmu.edu/soundtracks/sicilian1.mp3,77.0,male,True,54.0,746884.0
sinhala,317,sinhala1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=317,"colombo, sri lanka",sinhala,none,4.0,academic,usa,7.0,https://accent.gmu.edu/soundtracks/sinhala1.mp3,33.0,female,True,29.0,470387.0
sinhala,318,sinhala2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=318,"colombo, sri lanka",sinhala,malay,11.0,academic,usa,15.0,https://accent.gmu.edu/soundtracks/sinhala2.mp3,28.0,female,True,17.0,537601.0
slovak,319,slovak1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=319,"kosice, slovak republic",slovak,russian,14.0,academic,usa,0.3,https://accent.gmu.edu/soundtracks/slovak1.mp3,25.0,female,True,11.0,362704.0
slovak,320,slovak2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=320,"piestany, slovak republic",slovak,german russian,17.0,academic,usa,0.6,https://accent.gmu.edu/soundtracks/slovak2.mp3,23.0,female,True,6.0,387375.0
slovak,321,slovak3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=321,"nitra, slovak republic",slovak,russian,16.0,academic,usa,20.0,https://accent.gmu.edu/soundtracks/slovak3.mp3,51.0,female,True,35.0,506279.0
somali,322,somali1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=322,"mogadishu, somalia",somali,arabic,24.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/somali1.mp3,26.0,female,True,2.0,639897.0
spanish,323,spanish1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=323,"caracas, venezuela",spanish,none,17.0,academic,usa,0.3,https://accent.gmu.edu/soundtracks/spanish1.mp3,24.0,male,True,7.0,538320.0
spanish,324,spanish10,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=324,"san luis de la reina, el salvador",spanish,none,47.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/spanish10.mp3,48.0,male,True,1.0,566259.0
spanish,325,spanish11,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=325,"lima, peru",spanish,none,28.0,academic,usa,9.0,https://accent.gmu.edu/soundtracks/spanish11.mp3,49.0,female,True,21.0,621180.0
spanish,326,spanish12,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=326,"oviedo, spain",spanish,french,8.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/spanish12.mp3,25.0,male,True,17.0,887745.0
spanish,327,spanish13,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=327,"duitama, colombia",spanish,none,11.0,academic,usa,1.2,https://accent.gmu.edu/soundtracks/spanish13.mp3,29.0,female,True,18.0,507188.0
spanish,328,spanish14,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=328,"pereira, colombia",spanish,none,15.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/spanish14.mp3,34.0,female,True,19.0,546142.0
spanish,329,spanish15,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=329,"san juan, puerto rico",spanish,portuguese,4.0,academic,usa,21.0,https://accent.gmu.edu/soundtracks/spanish15.mp3,54.0,male,True,50.0,411066.0
spanish,330,spanish16,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=330,"buenos aires, argentina",spanish,french german,25.0,naturalistic,usa,19.0,https://accent.gmu.edu/soundtracks/spanish16.mp3,44.0,male,True,19.0,357008.0
spanish,331,spanish17,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=331,"puebla, mexico",spanish,none,9.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/spanish17.mp3,22.0,female,True,13.0,436285.0
spanish,332,spanish18,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=332,"la paz, bolivia",spanish,none,17.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/spanish18.mp3,22.0,male,True,5.0,457454.0
spanish,333,spanish19,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=333,"havana, cuba",spanish,none,17.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/spanish19.mp3,25.0,female,True,8.0,577399.0
spanish,334,spanish2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=334,"puerto la cruz, venezuela",spanish,german,12.0,academic,usa,0.5,https://accent.gmu.edu/soundtracks/spanish2.mp3,20.0,male,True,8.0,585088.0
spanish,335,spanish20,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=335,"managua, nicaragua",spanish,none,30.0,academic,usa,18.0,https://accent.gmu.edu/soundtracks/spanish20.mp3,45.0,male,True,15.0,500508.0
spanish,336,spanish21,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=336,"santiago, chile",spanish,none,18.0,naturalistic,,0.0,https://accent.gmu.edu/soundtracks/spanish21.mp3,25.0,male,True,7.0,615634.0
spanish,337,spanish22,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=337,"madrid, spain",spanish,german,11.0,academic,usa,0.8,https://accent.gmu.edu/soundtracks/spanish22.mp3,32.0,female,True,21.0,422739.0
spanish,338,spanish23,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=338,"santiago, chile",spanish,swedish italian,7.0,academic,usa,0.1,https://accent.gmu.edu/soundtracks/spanish23.mp3,22.0,male,True,15.0,331212.0
spanish,339,spanish24,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=339,"mexico city, mexico",spanish,french,5.0,academic,usa,1.8,https://accent.gmu.edu/soundtracks/spanish24.mp3,27.0,male,True,22.0,466003.0
spanish,340,spanish25,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=340,"san jose, costa rica",spanish,italian french,21.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/spanish25.mp3,26.0,male,True,5.0,395528.0
spanish,341,spanish26,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=341,"burgos, spain",spanish,french german swedish esperanto,6.0,academic,,0.0,https://accent.gmu.edu/soundtracks/spanish26.mp3,18.0,male,True,12.0,415846.0
spanish,342,spanish27,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=342,"zaragoza, spain",spanish,none,14.0,academic,ireland,0.1,https://accent.gmu.edu/soundtracks/spanish27.mp3,34.0,male,True,20.0,416000.0
spanish,343,spanish28,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=343,"san miguel, el salvador",spanish,none,18.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/spanish28.mp3,20.0,female,True,2.0,570485.0
spanish,344,spanish3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=344,"bogota, colombia",spanish,none,16.0,academic,usa,0.1,https://accent.gmu.edu/soundtracks/spanish3.mp3,17.0,female,True,1.0,606869.0
spanish,345,spanish4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=345,"cabanas, el salvador",spanish,none,17.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/spanish4.mp3,21.0,female,True,4.0,688122.0
spanish,346,spanish5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=346,"bogota, colombia",spanish,french german,13.0,naturalistic,usa,17.0,https://accent.gmu.edu/soundtracks/spanish5.mp3,52.0,female,True,39.0,383542.0
spanish,347,spanish6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=347,"lima, peru",spanish,none,19.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/spanish6.mp3,20.0,male,True,1.0,463228.0
spanish,348,spanish7,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=348,"bogota, colombia",spanish,arabic french german swedish esperanto,20.0,academic,usa,0.4,https://accent.gmu.edu/soundtracks/spanish7.mp3,21.0,female,True,1.0,582265.0
spanish,349,spanish8,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=349,"san salvador, el salvador",spanish,none,12.0,academic,usa,0.5,https://accent.gmu.edu/soundtracks/spanish8.mp3,21.0,male,True,9.0,481308.0
spanish,350,spanish9,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=350,"araure, venezuela",spanish,none,17.0,academic,"usa,trinidad",0.4,https://accent.gmu.edu/soundtracks/spanish9.mp3,20.0,male,True,3.0,592497.0
swedish,351,swedish1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=351,"solna, sweden",swedish,german,11.0,academic,usa,20.0,https://accent.gmu.edu/soundtracks/swedish1.mp3,56.0,female,True,45.0,451420.0
swedish,352,swedish2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=352,"uppsala, sweden",swedish,german,10.0,academic,,0.0,https://accent.gmu.edu/soundtracks/swedish2.mp3,20.0,male,True,10.0,400770.0
swedish,353,swedish3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=353,"stockholm, sweden",swedish,german,10.0,academic,,0.0,https://accent.gmu.edu/soundtracks/swedish3.mp3,24.0,male,True,14.0,363844.0
swedish,354,swedish4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=354,"lulea, sweden",swedish,german,10.0,academic,,0.0,https://accent.gmu.edu/soundtracks/swedish4.mp3,22.0,male,True,12.0,412115.0
synthesized,355,synthesized1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=355,,synthesized,none,0.0,,mac system 8.5,0.0,https://accent.gmu.edu/soundtracks/synthesized1.mp3,0.0,male,True,0.0,417707.0
synthesized,356,synthesized2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=356,,synthesized,none,0.0,,mac system 8.5,0.0,https://accent.gmu.edu/soundtracks/synthesized2.mp3,0.0,female,True,0.0,424667.0
synthesized,357,synthesized3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=357,,synthesized,none,0.0,,mac system 8.5,0.0,https://accent.gmu.edu/soundtracks/synthesized3.mp3,0.0,female,True,0.0,424134.0
synthesized,358,synthesized4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=358,,synthesized,none,0.0,,mac system 8.5,0.0,https://accent.gmu.edu/soundtracks/synthesized4.mp3,0.0,male,True,0.0,422080.0
tagalog,359,tagalog1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=359,"manila, philippines",tagalog,none,10.0,academic,usa,0.5,https://accent.gmu.edu/soundtracks/tagalog1.mp3,18.0,male,True,8.0,371278.0
tagalog,360,tagalog2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=360,"urdaneta, luzon, philippines",tagalog,ilocano,7.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/tagalog2.mp3,21.0,female,True,14.0,465796.0
tagalog,361,tagalog3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=361,"honiara, guadalcanal, solomon islands",tagalog,bislama solomon islands pidgin,1.0,naturalistic,usa,3.0,https://accent.gmu.edu/soundtracks/tagalog3.mp3,19.0,female,True,18.0,437670.0
taishan,362,taishan1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=362,"taishan, guangdong, china",taishan,cantonese mandarin,7.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/taishan1.mp3,21.0,male,True,14.0,476270.0
chinese,363,taiwanese1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=363,"ping tung, taiwan",taiwanese,mandarin,13.0,academic,"uk,usa",1.7,https://accent.gmu.edu/soundtracks/taiwanese1.mp3,36.0,female,True,23.0,638662.0
chinese,364,taiwanese2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=364,"taipei, taiwan",taiwanese,mandarin,17.0,academic,usa,0.25,https://accent.gmu.edu/soundtracks/taiwanese2.mp3,24.0,female,True,7.0,755670.0
chinese,365,taiwanese3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=365,"tainan, taiwan",taiwanese,mandarin,13.0,academic,usa,0.7,https://accent.gmu.edu/soundtracks/taiwanese3.mp3,30.0,female,True,17.0,728801.0
chinese,366,taiwanese4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=366,"kao-hsiung, taiwan",taiwanese,mandarin,21.0,naturalistic,usa,34.0,https://accent.gmu.edu/soundtracks/taiwanese4.mp3,45.0,female,True,24.0,591288.0
tamil,367,tamil1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=367,"colombo, sri lanka",tamil,sinhalese telugu malayalam,7.0,academic,usa,13.0,https://accent.gmu.edu/soundtracks/tamil1.mp3,39.0,male,True,32.0,563801.0
tatar,368,tatar1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=368,"kargali, tatarstan, russia",tatar,russian french,10.0,academic,usa,8.0,https://accent.gmu.edu/soundtracks/tatar1.mp3,29.0,female,True,19.0,414705.0
telugu,369,telugu1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=369,"kadapa, india",telugu,hindi-urdu tamil,6.0,academic,usa,4.0,https://accent.gmu.edu/soundtracks/telugu1.mp3,31.0,male,True,25.0,376134.0
telugu,370,telugu2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=370,"guntur, andhra pradesh, india",telugu,hindi-urdu,6.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/telugu2.mp3,18.0,male,True,12.0,482334.0
thai,371,thai1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=371,"khon kaen, thailand",thai,none,10.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/thai1.mp3,25.0,female,True,15.0,464747.0
thai,372,thai2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=372,"chiang mai, thailand",thai,none,10.0,academic,"new zealand,usa",2.0,https://accent.gmu.edu/soundtracks/thai2.mp3,20.0,male,True,10.0,527179.0
thai,373,thai3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=373,"bangkok, thailand",thai,none,4.0,academic,usa,0.25,https://accent.gmu.edu/soundtracks/thai3.mp3,22.0,male,True,18.0,401553.0
tibetan,374,tibetan1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=374,"lhasa, tibet",tibetan,mandarin french,13.0,academic,usa,0.5,https://accent.gmu.edu/soundtracks/tibetan1.mp3,26.0,female,True,13.0,451729.0
tibetan,375,tibetan2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=375,"khamba, tibet",tibetan,mandarin,35.0,academic,usa,0.1,https://accent.gmu.edu/soundtracks/tibetan2.mp3,41.0,female,True,6.0,959565.0
tibetan,376,tibetan3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=376,"mysore, india",tibetan,hindi-urdu,7.0,academic,usa,0.7,https://accent.gmu.edu/soundtracks/tibetan3.mp3,20.0,female,True,13.0,684679.0
tigrigna,377,tigrigna1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=377,"adigrat, ethiopia",tigrigna,amharic,17.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/tigrigna1.mp3,25.0,female,True,8.0,523503.0
tigrigna,378,tigrigna2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=378,"asmara, eritrea",tigrigna,amharic oromo,20.0,academic,usa,3.0,https://accent.gmu.edu/soundtracks/tigrigna2.mp3,23.0,female,True,3.0,528375.0
tigrigna,379,tigrigna3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=379,"asmara, eritrea",tigrigna,amharic italian arabic,7.0,academic,usa,22.0,https://accent.gmu.edu/soundtracks/tigrigna3.mp3,44.0,male,True,37.0,716112.0
pidgin english,380,tok pisin1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=380,"madang, madang province, papua new guinea",tok pisin,kuanua manem,4.0,academic,usa,6.0,https://accent.gmu.edu/soundtracks/tokpisin1.mp3,38.0,male,True,34.0,356114.0
turkish,381,turkish1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=381,"bingol, turkey",turkish,none,26.0,academic,usa,0.8,https://accent.gmu.edu/soundtracks/turkish1.mp3,27.0,female,True,1.0,545552.0
turkish,382,turkish2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=382,"ankara, turkey",turkish,german,16.0,academic,usa,0.2,https://accent.gmu.edu/soundtracks/turkish2.mp3,24.0,male,True,8.0,562551.0
turkish,383,turkish3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=383,"adana, turkey",turkish,kurdish,12.0,academic,usa,1.2,https://accent.gmu.edu/soundtracks/turkish3.mp3,27.0,male,True,15.0,447718.0
turkish,384,turkish4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=384,"kayseri, turkey",turkish,none,14.0,academic,usa,0.4,https://accent.gmu.edu/soundtracks/turkish4.mp3,20.0,male,True,6.0,477445.0
turkish,385,turkish5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=385,"istanbul, turkey",turkish,none,11.0,academic,usa,5.0,https://accent.gmu.edu/soundtracks/turkish5.mp3,30.0,female,True,19.0,527471.0
turkish,386,turkish6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=386,"istanbul, turkey",turkish,german japanese,14.0,academic,,0.0,https://accent.gmu.edu/soundtracks/turkish6.mp3,19.0,male,True,5.0,356000.0
turkish,387,turkish7,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=387,"izmir, turkey",turkish,german,13.0,academic,,0.0,https://accent.gmu.edu/soundtracks/turkish7.mp3,19.0,male,True,6.0,380769.0
akan,388,twi1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=388,"kumasi, ghana",twi,none,12.0,academic,usa,12.0,https://accent.gmu.edu/soundtracks/twi1.mp3,25.0,female,True,13.0,450786.0
akan,389,twi2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=389,"ajumako, ghana",twi,french,6.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/twi2.mp3,33.0,male,True,27.0,741898.0
urdu,390,urdu1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=390,"karachi, pakistan",urdu,hindko saraiki punjabi sindhi,18.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/urdu1.mp3,22.0,male,True,4.0,774020.0
urdu,391,urdu2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=391,"sialkot, pakistan",urdu,punjabi,6.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/urdu2.mp3,48.0,female,True,42.0,512965.0
uyghur,392,uyghur1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=392,"urumqi, xin jiang, china",uyghur,mandarin turkish,45.0,academic,usa,1.5,https://accent.gmu.edu/soundtracks/uyghur1.mp3,46.0,female,True,1.0,852953.0
uzbek,393,uzbek1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=393,"samarkand, uzbekistan",uzbek,russian turkish,39.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/uzbek1.mp3,39.0,female,True,0.0,682120.0
uzbek,394,uzbek2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=394,"kabul, afghanistan",uzbek,farsi turkish,28.0,academic,usa,6.0,https://accent.gmu.edu/soundtracks/uzbek2.mp3,35.0,female,True,7.0,593357.0
vietnamese,395,vietnamese1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=395,"can tho, vietnam",vietnamese,french,12.0,academic,usa,0.5,https://accent.gmu.edu/soundtracks/vietnamese1.mp3,29.0,male,True,17.0,667428.0
vietnamese,396,vietnamese2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=396,"ho chi minh city, vietnam",vietnamese,mandarin,25.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/vietnamese2.mp3,29.0,male,True,4.0,561672.0
vietnamese,397,vietnamese3,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=397,"vinh long, vietnam",vietnamese,none,9.0,academic,usa,0.8,https://accent.gmu.edu/soundtracks/vietnamese3.mp3,28.0,female,True,19.0,527703.0
vietnamese,398,vietnamese4,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=398,"hanoi, vietnam",vietnamese,japanese russian,15.0,academic,usa,1.0,https://accent.gmu.edu/soundtracks/vietnamese4.mp3,25.0,female,True,10.0,386564.0
vietnamese,399,vietnamese5,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=399,"cam ranh, vietnam",vietnamese,cantonese,31.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/vietnamese5.mp3,34.0,male,True,3.0,476356.0
vietnamese,400,vietnamese6,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=400,"ho chi minh city, vietnam",vietnamese,french,12.0,academic,usa,2.0,https://accent.gmu.edu/soundtracks/vietnamese6.mp3,41.0,male,True,29.0,634694.0
vietnamese,401,vietnamese7,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=401,"hue, vietnam",vietnamese,none,18.0,academic,usa,10.0,https://accent.gmu.edu/soundtracks/vietnamese7.mp3,29.0,female,True,11.0,542239.0
wolof,402,wolof1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=402,"dakar, senegal",wolof,bambara french,12.0,academic,usa,1.5,https://accent.gmu.edu/soundtracks/wolof1.mp3,21.0,male,True,9.0,550705.0
wolof,403,wolof2,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=403,"dakar, senegal",wolof,bambara,11.0,academic,usa,8.0,https://accent.gmu.edu/soundtracks/wolof2.mp3,37.0,male,True,26.0,475584.0
yiddish,404,yiddish1,https://accent.gmu.edu/browse_language.php?function=detail&speakerid=404,"st. etienne, france",yiddish,french hebrew,8.0,academic,"canada,uk",57.0,https://accent.gmu.edu/soundtracks/yiddish1.mp3,60.0,male,True,52.0,421514.0
