segment_id,speaker,start_time,end_time,content,length,original_file_name,original_file_path,speaker_gender,interviewer_gender,file_name,sample_length,speaker_age,speaker_race,match_file_name
0_6351,ROC_se0_ag1_m_02,1840.9002,1935.9708,"Well, you know, people still gonna look at like, (pause 0.19) minorities as like- (pause 0.84) Cause like, m- this come from me working in the restaurant industry. There is always doubt (pause 0.46) in what I'm doing. (pause 0.42) When we had this ne- person right next to me that's completely like messing up. (pause 0.41) And then that person mess up to a level where they have to go with me, (pause 0.24) and then I succeed. (pause 0.28) I shouldn't have to always go through that doubt (pause 0.40) or always have to go- Like, you know what I mean, and this not me pulling the black card, it just (pause 0.08) we physically seen this myself. (pause 0.45) Know what I mean, at the hospital (pause 0.39) I don't really go- I- I haven't been through none of that. So I know it's more diverse professionalism (pause 0.47) than like the r- than like the restaurant industry. (pause 0.33) And also just based on, (pause 0.59) like, (pause 0.33) I have a diverse thing of friends, (pause 0.50) and, (pause 0.18) I've had- (pause 0.35) I had white friends that beat up white friends for being racist, all the time. (pause 1.00) Know what I mean, so I know (laughing) (pause 0.30) that it's huge. (pause 0.36) But the thing about it is, (pause 0.24) it's easier to tell a white person something racist about a black person than tell the black person (pause 0.16) in New York, (pause 0.63) you know what I mean. (pause 1.06) So, (pause 0.15) it's just like, that's weird. (pause 0.35) You wouldn't b- you wouldn't believe that exists. (pause 0.64) It's weird, (pause 0.19) you know. (pause 0.83) But good things man, (pause 0.88) I think Rochester has like a soul to it, (pause 0.46) a culture to it that no city has. (pause 0.27) I been a lot of places, (pause 0.98) and I- no one has this- (pause 0.59) this- this energy th- th- that we have here. (pause 0.44) And I think we have the best food (pause 1.03) period, like in- in the country. Well- uh, well, least everywhere I've been. (pause 0.66) Like, you know what I mean, like you go West Coast, it be a lot of bland food. You know what I mean, lot of Mexican food. (pause 0.50) But like here, (pause 0.59) the food choices is crazy. (pause 0.92) Know what I mean, I- I think the food thing for us is huge, like (pause 0.49) c- people don't even know what country sweet sauce and boss sauce is and, (pause 0.45)",95.0706,ROC_se0_ag1_m_02_1.wav,data/CORAAL/ROC/ROC_audio_part02_2020.05/ROC_se0_ag1_m_02_1.wav,male,female,48.wav,1521120,young,african_american,41.wav
1_503,S07,575.741862,598.39,swim two events and come back so yeah she says mom i'm only gonna be in the water five minutes total why are you guys driving to oberlin ohio for this because we wouldn't miss it there'll be a time when we <CUTOFF-c=?> well you know she won't be doing those things so it's it's just important and it's wonderful and i just think it's just such an opportunity i'm so lucky to be able to do that see now like my husband i'm eleven years older than he is {E_TRANS},22.648138000000017,s0701b.wav,data/buckeye/s0701b.wav,female,female,49.wav,362384,old,caucasian,21.wav
1_2571,S28,516.033658,546.066125,it's like it is um it's like there's flyers and stuff that you see or whatever and um you and and you get directions to it and it'll be in a yknow there's a a bunch of different places it'll be in yknow like a sports arena or something or or it depends how big they are i mean there's ones where there's like two hundred people there's ones where there like five there's ones where there a thousand there's ones where there are like three thousand and like there's ones in canada i didn't i didn't go to one but some of my friends went to it where there's like fifteen thousand people there or something like that,30.03246700000011,s2801a.wav,data/buckeye/s2801a.wav,male,male,50.wav,480528,young,caucasian,42.wav
0_6358,ROC_se0_ag1_m_02,1937.1226,1999.4866,"You know what I mean, (laughing) (pause 0.40) That's crazy, like, (pause 0.50) you bring boss sauce to chicken f- um, to Chick-fil-A. (pause 0.17) They go crazy. (pause 0.66) Like, you go down to- like they eating Chick-fil-A it's honey mustard, you be like yo, (pause 0.36) if I had country sweet sauce right now then it'd be amazing. (pause 1.15) All my down south friends come up here (pause 0.38) try country sweet boss sauce, they buy gallons of it and take it back with them, (pause 0.92) every time. (pause 0.63) So I think the food thing- the food thing here is (pause 0.14) awesome. (pause 1.01) Um, (pause 1.00) the art world here is awesome. (pause 0.81) You know, like, (pause 0.27) I'm in that hip-hop, poetry, like graffiti (pause 0.53) world, so I see it all the time. Like, you go into the tunnels- the subway tunnels, (pause 0.34) all the graffiti stuff is crazy. (pause 0.89) The- um, (pause 0.36) now, the youth do got something going on where (pause 0.24) there's- there's like a lot of ambitious (pause 0.12) art kids, you know what I mean, like there's- (pause 0.71) there's kids that's pretty young that's like, pushing the art here hard (pause 1.46) that I watch. That's pretty cool. (pause 0.95) The structure of houses, buildings, like th- (pause 0.60) Rochester, like the environment kind of like (pause 0.82) influences my art, you know what I mean. (pause 0.56) So I like it. (pause 0.46)",62.36400000000003,ROC_se0_ag1_m_02_1.wav,data/CORAAL/ROC/ROC_audio_part02_2020.05/ROC_se0_ag1_m_02_1.wav,male,female,51.wav,997824,young,african_american,108.wav
0_6777,ROC_se0_ag3_f_02,1762.1504,1775.7105,"Then, the lady told me that she couldn't babysit anymore, cause she was gonna start, (pause 0.97) uh, (pause 0.30) keeping (pause 0.35) children (pause 0.49) for the county. (pause 0.96) So, she couldn't have (pause 0.17) private (pause 0.63)",13.56009999999992,ROC_se0_ag3_f_02_3.wav,data/CORAAL/ROC/ROC_audio_part05_2020.05/ROC_se0_ag3_f_02_3.wav,female,female,52.wav,216960,old,african_american,97.wav
1_1543,S18,150.885228,167.912638,they wouldn't no i went to two different doctors and they said you possibly will change your mind and yknow i was single um maybe if i would have been married they might have considered it um but they said no way would they do it and we're talking fifteen years ago,17.027409999999975,s1801b.wav,data/buckeye/s1801b.wav,female,female,53.wav,272432,old,caucasian,91.wav
0_127,ATL_se0_ag1_f_03,1105.6631,1112.9533,"Um, I like scary movies. So if there's a scary movie on, or a scary show, I'm watching it. Like True Blood, that used to be my show. But it doesn't come on anymore.",7.290199999999913,ATL_se0_ag1_f_03_1.wav,data/CORAAL/ATL/ATL_audio_part01_2020.05/ATL_se0_ag1_f_03_1.wav,female,male,54.wav,116640,young,african_american,46.wav
1_321,S05,5.523838,29.768909,oh <CUTOFF-the=they> well they knew all <CUTOFF-d=different> all different things i mean i mean culturally yknow it was different different music it was it <CUTOFF-w=was?> course i'm i'm in a suburban high school in cincinnati you didn't get exposed to much uh so that <CUTOFF-wa=was> that was the <CUTOFF-b=biggest> the biggest thing well and of course they talk funny in the east but um that yknow other than that other than the culture shock um it wasn't it wasn't that different,24.245071000000003,s0502a.wav,data/buckeye/s0502a.wav,female,female,55.wav,387920,old,caucasian,96.wav
0_7300,VLD_se0_ag3_m_01,81.96,98.6731,"Um, (pause 0.63) I did most of my schooling (pause 1.18) actually, (pause 0.77) in Oklahoma, my middle school years. (pause 0.90) And middle school, /MFA/, elementary, middle school (pause 0.70) and we left (pause 0.78) my sophomore year.",16.71310000000001,VLD_se0_ag3_m_01_1.wav,data/CORAAL/VLD/VLD_audio_part03_2021.07/VLD_se0_ag3_m_01_1.wav,male,female,56.wav,267408,old,african_american,99.wav
0_6965,VLD_se0_ag2_f_01,2927.139,2983.5668,"What I want to is actually what I'm doing a little bit now, (pause 0.15) as far as misson work (pause 0.32) and (pause 0.41) dipping- dipping my toe inside of youth ministry. (pause 0.70) Um, (pause 0.25) that's what I really wanna do. (pause 0.44) I really wanna (pause 0.26) give back to the community. (pause 0.35) This might sound crazy but (pause 0.24) I actually wanna have a organization where I feed the homeless (pause 0.26) in our city. (pause 0.48) Um, (pause 0.38) just stuff like that. That's what I really (pause 0.23) want to do, but (pause 0.78) it takes <laugh> money and that's something I don't have at the moment. (pause 0.47) And (pause 0.32) I already owe like, (pause 0.16) twenty thousand for school. (laughing) (pause 0.35) And I guess that's another reason why I haven't been back to school, because (pause 0.88) it's just too much. (pause 0.55) But (pause 0.26) that's what I really want to do. I wanna (pause 0.39) continue to do mission work and, (pause 0.80) um, (pause 0.77) do th- youth ministry and, (pause 1.66) <ts> um, (pause 0.52) homeless- (pause 0.63) homeslessness stuff, like feeding the homeless, (pause 0.15) so.",56.427799999999934,VLD_se0_ag2_f_01_1.wav,data/CORAAL/VLD/VLD_audio_part01_2021.07/VLD_se0_ag2_f_01_1.wav,female,female,57.wav,902832,young,african_american,8.wav
1_876,S11,0.0,15.5,{B_TRANS} i'm sitting here now scott i bet you on monday nights game tonight nine o'clock la la la so and so will win yknow and we don't exchange any money or have any money figures planned out just yknow oh well that's your team that's my team lets go at it <UNKNOWN-and>,15.5,s1102a.wav,data/buckeye/s1102a.wav,male,male,58.wav,248000,young,caucasian,43.wav
1_1950,S22,445.079919,459.225,but uh her mother stayed with us for several uh two or three years and she was a baby sitter for our oldest boy,14.145081000000005,s2203a.wav,data/buckeye/s2203a.wav,male,female,59.wav,226336,old,caucasian,2.wav
0_6750,ROC_se0_ag3_f_02,290.9067,309.1547,(pause 1.18) No. She bought him a house. (pause 0.38) And she set up a trust fund. That was his (pause 0.83)  sister. (pause 2.53) Oh. And I had- (pause 2.15) Yeah. (pause 0.21) I had been invited to the W- (pause 0.72) the we- (pause 0.14) the repass. (pause 0.68),18.24799999999999,ROC_se0_ag3_f_02_3.wav,data/CORAAL/ROC/ROC_audio_part05_2020.05/ROC_se0_ag3_f_02_3.wav,female,female,60.wav,291968,old,african_american,25.wav
1_2796,S30,487.714897,510.629735,i'd like to see that implemented something like that in the united states that'd be a neat thing you know because like i know like iron foundries and uh some like like the lower paying jobs like they have people that are illiterate and things like that and they can't like give paychecks out on thursdays because everyone will call off on fridays cause they all go out and get drunk or i don't know what they do with their pay checks i know that's a <EXT-big> big problem,22.91483799999997,s3001b.wav,data/buckeye/s3001b.wav,male,male,61.wav,366640,young,caucasian,74.wav
1_2386,S26,87.073684,96.810633,i said well god has a sense of <LAUGH-humor> <LAUGH> <LAUGH-word_that's> what i said so <EXT-I> don't think the saga's over <LAUGH> um-hum,9.736948999999996,s2603b.wav,data/buckeye/s2603b.wav,female,female,62.wav,155792,young,caucasian,29.wav
0_5926,PRV_se0_ag3_m_03,932.6272,939.1857,So (pause 0.28) that- (pause 0.15) that go to show you right there that Ninety Second Buffalo Division (pause 0.44) won World War Two.,6.558499999999981,PRV_se0_ag3_m_03_1.wav,data/CORAAL/PRV/PRV_audio_part04_2018.10.06/PRV_se0_ag3_m_03_1.wav,male,male,63.wav,104928,old,african_american,76.wav
1_1934,S22,464.397671,485.26175,above it and periodically they would have to clean those out because uh the fan would draw in addition to fumes they'd draw some lint off of this uh so he was up on top on these rollers cleaning out the hood and with supposedly nonflammable solvent,20.864079000000004,s2202b.wav,data/buckeye/s2202b.wav,male,female,64.wav,333824,old,caucasian,100.wav
0_369,ATL_se0_ag1_m_04,861.8809,871.4319,"told everybody (pause 0.59) that, um, (pause 2.70) the game was rigged, and he got fired. (pause 0.92) So the game rigged.",9.551000000000045,ATL_se0_ag1_m_04_2.wav,data/CORAAL/ATL/ATL_audio_part02_2020.05/ATL_se0_ag1_m_04_2.wav,male,male,65.wav,152816,young,african_american,45.wav
1_3374,S36,137.885435,163.482585,i mean just because you're i mean i wasn't really a an athletic i did <CUTOFF-s=sports> play uh sports when i was in in high school but i <CUTOFF-wa=was> damn sure wasn't any good you know <UNKNOWN> like other guys but whether i did or whether i didn't you know i i don't i don't nobody picked on me <UNKNOWN> i mean one time i got into it <ERROR-wha=with> with one of the uh centers in football you know big old guy and then uh and i <VOCNOISE-was> still about the same size but,25.59715,s3602b.wav,data/buckeye/s3602b.wav,male,female,66.wav,409552,old,caucasian,40.wav
1_1052,S12,231.670303,243.068056,ten years no question about it that's it you're in jail for ten years eighteen years old if you've got anything on ten years that's it yknow and you look at some of these other people or like these sports people and,11.397753000000025,s1204a.wav,data/buckeye/s1204a.wav,female,male,67.wav,182368,young,caucasian,1.wav
0_6040,ROC_se0_ag1_f_02,1029.1695,1091.6583,"(pause 0.12) students, um, (pause 0.31) <ts> (pause 0.26) in DC. (pause 0.18) So they often have these, um, (pause 0.59) happy hours. (pause 0.85) And I'm always like, (pause 0.20) do I wanna go and be the only black person again, or? (pause 0.40) Like I know what kind of students go here. It's a bunch of Ivy League rejects who just think too highly of themself. (pause 0.27) So like, do I actually wanna be around that? Uh, (pause 0.49) um, you know, in the past I had to be around that, but do I actually wanna subject myself to that? But I'm glad I went to like one because (pause 0.38) there was other, like, um, students, like, (pause 0.13) black students that were there, (pause 0.28) that graduated b- before me, that happened to be there, that I think, (pause 0.31) had I not gone to that happy hour, I would not know they were actually in DC. And so it was really cool (pause 0.41) to reconnect with those people, but it still was the same thing all over again. (pause 0.84) Me sitting by myself, (laughing) (pause 0.41) the other black (pause 0.13) students coming, and being like, oh hey what's up? And like, (pause 0.34) actually talking to me and not, (pause 0.73) you know. (pause 0.35) Again, like, (pause 0.20) I was again, rendered invisible (pause 0.35) to these students. Um, (pause 0.58) and so, it sh- s- (pause 0.08) it's just like, (pause 0.47) hard, (pause 0.19) um, (pause 0.28) yeah.",62.48880000000008,ROC_se0_ag1_f_02_1.wav,data/CORAAL/ROC/ROC_audio_part01_2020.05/ROC_se0_ag1_f_02_1.wav,female,female,68.wav,999824,young,african_american,3.wav
1_547,S07,0.0,8.753916,{B_TRANS} if that happened i would be ten times more understanding and i would say yknow i would accept responsibility for them being in a position to make those mistakes,8.753916,s0704a.wav,data/buckeye/s0704a.wav,female,female,69.wav,140048,old,caucasian,92.wav
1_1624,S18,64.186202,69.209981,<HES-um> i'm originally from columbus <EXT-and> <HES-um> i'm an event coordinator for,5.023779000000005,s1801a.wav,data/buckeye/s1801a.wav,female,female,70.wav,80368,old,caucasian,11.wav
1_1937,S22,458.92335,478.183,and uh and did i say we went to church fairly regularly but to tell you the truth i can't remember too much that i <LAUGH-was> taught then <LAUGH-but> <LAUGH> but i was exposed to it anyway and i'm i'm sure that some of it rubbed off on me,19.259649999999965,s2202a.wav,data/buckeye/s2202a.wav,male,female,71.wav,308160,old,caucasian,24.wav
1_744,S10,190.807,242.901,uh they really have no self worth because yknow uh i uh i know a long time ago uh we went to a um uh <CUTOFF-s=seminar> what was <CUTOFF-tha=that> it's like a <UNKNOWN> a seminar for the ivy league schools which i looked at the tuition and went yknow there was no way but and i thought this is so stupid to be here but i listened to the man <CUTOFF-the=there?> there was like four or five men talking and some women talking whatever and uh they said yknow if your <CUTOFF-k=kid> if your child makes straight a's and uh applies at our school we don't want them and i'm like what he says uh he says we look at two two children sitting side by side this one's making straight a's this one sort of made b's but this one over here got into track when he or she was in freshman's and and we noticed every track meet they basically <CUTOFF-wa=was> were like last or second to last but they did it for four years then they <CUTOFF-w=were>,52.09400000000002,s1002b.wav,data/buckeye/s1002b.wav,male,female,72.wav,833504,old,caucasian,98.wav
0_2270,DCB_se2_ag4_f_03,313.5735,334.9261,"Yeah, they would come over, and uh, we were all kind of close in age, so (pause 0.33) I remember playing with them. I don't remember (pause 0.21) kids in the neighborhood. (pause 0.58) But I do remember that w- the- the houses were um, (pause 0.39) like, (pause 0.10) connected. You could (pause 0.18) stand on your porch and see down to other porches. (pause 0.19) That kind of neighborhood, (pause 0.39) houses. (pause 0.48) And uh, (pause 1.68) I don't remember much else about that.",21.352599999999995,DCB_se2_ag4_f_03_1.wav,data/CORAAL/DCB/DCB_audio_part07_2018.10.06/DCB_se2_ag4_f_03_1.wav,female,female,73.wav,341648,old,african_american,4.wav
0_243,ATL_se0_ag1_m_02,1401.1649,1412.8694,"different- (pause 0.52) yeah, that's real shit. (pause 0.36) At the end of the day though, (pause 0.25) um, (pause 0.59) you know, that was what it was. (pause 0.54) I wasn't supposed to be on that basketball team. (pause 0.45) I was supposed to be on the football team.",11.704500000000053,ATL_se0_ag1_m_02_1.wav,data/CORAAL/ATL/ATL_audio_part02_2020.05/ATL_se0_ag1_m_02_1.wav,male,male,74.wav,187280,young,african_american,61.wav
1_2283,S25,474.561402,489.559947,how to uh step by step of how to commit suicide and yeah they have to be responsible i think because yknow you put an idea in to somebody's head and then when you give them the resources to carry <NOISE-these> those things out i think it's it has to be <NOISE-responsible> for a lot of it,14.998545000000036,s2502b.wav,data/buckeye/s2502b.wav,female,male,75.wav,239968,old,caucasian,86.wav
1_1642,S19,400.323562,449.500248,basically because the plans which the utilities had for our locations they could not provide to us because of the uh the vesture ruling so we had to go out and um do our own surveys become self educated through uh courses uh through a t t and through purdue university it was i think o u had some courses and um ultimately the university here now has i think a major in telecommunication group but uh the projects basically we were going from a um putting together a network itself and uh we had a you think of a party line system what they used call daisy chain in the industry uh you had to wait and wait for your turn to get on to a data network and we got down to point where we went to a spoke network where everyone had dedicated pipe,49.17668600000002,s1901a.wav,data/buckeye/s1901a.wav,male,female,76.wav,786832,old,caucasian,63.wav
0_1111,DCB_se1_ag2_m_03,227.4295,233.4331,"Yeah, I would say I'm just starting. You know, I'm more so residential than commercial but, you know. (pause 0.81) Slowly but surely.",6.003600000000006,DCB_se1_ag2_m_03_1.wav,data/CORAAL/DCB/DCB_audio_part11_2018.10.06/DCB_se1_ag2_m_03_1.wav,male,male,77.wav,96064,young,african_american,81.wav
1_2806,S30,61.612387,80.693425,and i wasn't real i was more surprised that they found a lot of <CUTOFF-l=like> <VOCNOISE-like> alcohol like i wouldn't like you know like some people if they do drugs at school and stuff i'm not saying that's right but they'll they'll do it but like alcohol it'd be so hard to like hide because it <LAUGH-smells> you know and you <LAUGH-gotta> hold it out but they found like bottles of <EXT-liquor> and,19.081038000000007,s3003a.wav,data/buckeye/s3003a.wav,male,male,78.wav,305296,young,caucasian,9.wav
0_857,DCB_se1_ag2_m_01,3651.5631,3722.4978,"he did everything and showed me that what it was like, you know what I'm saying. She let me come back home but like I told her like, what you send me with that nigga for? (pause 0.21) You know what I'm saying like, (pause 0.30) that nigga don't really care about me. (pause 1.14) So like- (pause 0.34) Cause when I- like, this nigga, (pause 0.16) my father, (pause 0.93) when I was staying with them (pause 0.75) and I was ready to go back home or whatever, this was just all some summer type shit. (pause 0.38) I had a job and all that. This nigga gonna tell me- (pause 0.81) cause I'm ready to go home, this nigga put me on the bus with a motherfucking- Made me pay for my own ticket at that. (pause 0.21) Put me on a motherfucking bus for a day and a half (pause 0.24) and made me motherfucking (pause 0.19) pay for my own ticket and gave me a bag of cookies. A pack of fucking cookies. (pause 0.87) Dead ass, though, you know what I'm saying, like I don't trip off of it no more or whatever but at the time, that shit fucked me up. (pause 0.43) So I'm like, damn slim you- you going like that? (pause 1.41) So now he be trying to have a relationship or whatever it's like, you know what I'm saying, and I be cool with him whatever but it's just like I know he see that it ain't what it is. Like, you did that shit though. Like you did that, that ain't me. (pause 0.60) I'm'a make sure my little one (pause 0.12) good like I'm'a make sure they- they- they know, like I never do no big wild shit like that. (pause 0.79) /You don't/ like- I'm (pause 0.39) at the time like, fifteen. Fifteen years old you know what I'm saying. I'm good, I know I'm good. (pause 0.48) But as a parent, I don't feel comfortable with putting my fifteen year old child out there like that.",70.93470000000025,DCB_se1_ag2_m_01_1.wav,data/CORAAL/DCB/DCB_audio_part02_2018.10.06/DCB_se1_ag2_m_01_1.wav,male,female,79.wav,1134944,young,african_american,30.wav
0_1041,DCB_se1_ag2_m_02,591.0371,606.4816,"Now it's- it's all these different conveniences, (pause 0.79) um, being applied to these neighborhoods (pause 0.14) now (pause 0.83) and it's just- it's crazy (pause 0.60) that they raised the price so we can't even take advantage of (pause 0.36) the conveniences (pause 0.56) of the neighborhoods we grew up in.",15.444499999999948,DCB_se1_ag2_m_02_1.wav,data/CORAAL/DCB/DCB_audio_part02_2018.10.06/DCB_se1_ag2_m_02_1.wav,male,male,80.wav,247104,young,african_american,107.wav
1_2805,S30,554.317925,573.494859,no this real like to live off campus you have to well after my class it'll be twenty two and senior credit status but my class was twenty one or senior or senior credit so i got to move off campus but like had i been a year younger i wouldn't have been able to because they have to wait until twenty two so they're,19.176934000000077,s3001a.wav,data/buckeye/s3001a.wav,male,male,81.wav,306832,young,caucasian,77.wav
0_6074,ROC_se0_ag1_f_02,378.4977,394.2128,"I mean, I guess considering at the time. But I had a twin brother, (pause 0.41) so we, you know, stuck together and like /walked/ home all the time. (pause 0.39) And that was like, probably like, a mile, or two. (pause 0.63) Um, (pause 0.13) you know, in the winters it was a little hectic, but, uh, it wasn't too bad. (pause 0.59)",15.715100000000009,ROC_se0_ag1_f_02_1.wav,data/CORAAL/ROC/ROC_audio_part01_2020.05/ROC_se0_ag1_f_02_1.wav,female,female,82.wav,251440,young,african_american,90.wav
1_2130,S24,527.561,599.798,thought about it i've come home get in the car and go out go somewhere yknow or come home get something to eat and yeah that was about it i ah but i think that has a lot to do with it um i don't really <CUTOFF-n=know> know that tv has that much because i remember coming home as a kid and watching howdy doody and all that stuff and course it wasn't the uh violent stuff maybe that you can see on tv now or uh but i don't really think the media just hasn't had that much to do with it it's just a different time now uh i mean i remember uh one of the things i saw when i was a kid on a newscast yknow with uh uh <CUTOFF-y=yknow> the vietnamese guy uh vietcong guy getting his brains blowed out on national tv yknow and uh uh that didn't make me go out and um want to do that yknow so if anything it made me want not want to do it yknow because my brother was in was in vietnam he was in the army and uh when i got my notice he's like three years older than me yknow and he's so i mean it don't they'll draft you they'll put you on the front line i said well i'm going to enlist in the airforce anyway so {E_TRANS},72.23699999999997,s2402a.wav,data/buckeye/s2402a.wav,male,male,83.wav,1155792,old,caucasian,104.wav
1_2798,S30,577.714565,599.836637,uh we took <HES-um> uh i took <HES-uh> military ethics as a philosophy course and that was really interesting because even though in even in that hierarchy there's still certain contexts within the context of war for instance if if we both <EXT-know> if we knowingly go into it as combatants and <CUTOFF-we'r=we're> we're fighting for whatever cause but if we both are willingly going into it {E_TRANS},22.122072000000003,s3002a.wav,data/buckeye/s3002a.wav,male,male,84.wav,353952,young,caucasian,106.wav
1_1021,S12,584.012375,601.432579,so i don't know maybe it is a little bit more dangerous um but i think that comes with the <CUTOFF-b=bigger> with a bigger city when you get more people there's obviously gonna be <CUTOFF-wi=?> some more problems um and uh i mean that's <HES-really> that's really all that i know so it's obviously a lot more build up it's gotten a lot more commercial things like city center and {E_TRANS},17.420204000000012,s1203a.wav,data/buckeye/s1203a.wav,female,male,85.wav,278720,young,caucasian,102.wav
0_4862,PRV_se0_ag2_f_02,1874.4713,1928.0239,"Yes, okay. (pause 0.84) It was like (pause 1.76) seven, eight drivers for the (pause 0.31) elementary school, (pause 0.78) and we would- (pause 1.38) uh, uh, we had different areas we had to pick up the kids, (pause 0.60) and this (pause 0.16) went up to six- (pause 0.34) one moment- (pause 1.56) what grade did it go (pause 0.11) from, uh, (pause 1.52) it wasn't, (pause 0.76) um, (pause 0.92) tryna think did they have kindergarten then. (pause 1.29) But this was like in, uh, (pause 3.11) early seventies then, (pause 1.26) so, um, (pause 0.23) I'm tryna think they had kindergarten. But anyway, it was- (pause 0.58) if they didn't it was from the first grade til the- (pause 2.76) I think they went up to the fifth or sixth grade (pause 0.61) that I was picking up the- (pause 0.33) those ages of kids. (pause 0.42) Those kids of that age (pause 0.21) group.",53.552599999999984,PRV_se0_ag2_f_02_1.wav,data/CORAAL/PRV/PRV_audio_part02_2018.10.06/PRV_se0_ag2_f_02_1.wav,female,male,86.wav,856832,old,african_american,75.wav
1_3,S01,301.24056,358.766553,so family um familiarity and um just the community i think crime i think it's going <EXT-up> and up um traffic is <LAUGH-horrendous> but the one <CUTOFF-d=to?> but i mean you need to go through that right now because columbus is expanding so much that we need the orange brailles and um i guess the lack of publicity nationally i i we don't have yknow like the national football teams and now with the hockey coming i <HES-I> think were getting more recognition but when people talk about columbus they then i don't think they know columbus ohio or columbus georgia or columbus where right,57.52599299999997,s0101a.wav,data/buckeye/s0101a.wav,female,female,87.wav,920416,young,caucasian,110.wav
0_4863,PRV_se0_ag2_f_02,1139.0992,1189.5512,"(pause 0.46) mom and dad stay. (pause 1.84) (pause 0.57) (pause 0.14) (pause 0.79) (pause 0.33) (pause 2.12) (pause 0.71) (pause 0.72) (pause 0.68) cut across out neighbor yard. (pause 0.72) Like I said, they was on higher ground. (pause 0.63) (pause 4.95) (pause 0.28) already to our knees, (pause 0.48) but my dad, before we left sh- he said, let us pray. (pause 0.22) <laugh> (pause 0.35) Seeing out there was a /lonely/ prayer, I told him, (pause 0.39) look we gotta get out- (laughing) I said please tell god, we got to go, (pause 0.37) cause (laughing) (pause 0.25) I said I know he understands (pause 0.60) So, uh, (laughing) (pause 0.94) so in a way, (pause 0.29) but he was gonna finish, when /gonna/ finish he said, (pause 0.29) because he is the highest being, he gonna take care of us. (pause 0.54) And so, um, (pause 0.49) my dad put on some boots. (pause 0.63) He gave my mom a pair of boots. (pause 0.45) I had a pair of boots.",50.452,PRV_se0_ag2_f_02_2.wav,data/CORAAL/PRV/PRV_audio_part02_2018.10.06/PRV_se0_ag2_f_02_2.wav,female,male,88.wav,807232,old,african_american,31.wav
0_93,ATL_se0_ag1_f_02,1583.0457,1588.112,It was like as if he just blended all the words into one long ass word.,5.066300000000183,ATL_se0_ag1_f_02_1.wav,data/CORAAL/ATL/ATL_audio_part01_2020.05/ATL_se0_ag1_f_02_1.wav,female,male,89.wav,81072,young,african_american,113.wav
1_5,S01,532.849592,588.27078,it's probably family by family i mean that we <LAUGH> that's why i was a little bit late leaving work the way it was there <CUTOFF-the=they're> we've got two coworkers one um has her child at <HES-the> same day care as as myself she's about a year now and and listening to her and i mean she's there you know sixty seventy hours a week i mean she dropped off at six a m and not picked up till six thirty p m and she's fine with that me personally there's no way because somebody is totally in my opinion raising that child you aren't getting to put your values your traditions what's important to you onto that child now the other girl she just has a four month old and has been in day care now for three weeks and she's gonna go she's she's gonna quit her job and go to um um night working nights three days a week because it is important to her to be at home with him,55.42118799999992,s0102a.wav,data/buckeye/s0102a.wav,female,female,90.wav,886736,young,caucasian,82.wav
0_2669,DCB_se2_ag4_f_05,33.9091,40.4919,"Um, (pause 0.28) Trinidad. (pause 0.79) <clears throat> (pause 3.57)",6.582799999999999,DCB_se2_ag4_f_05_1.wav,data/CORAAL/DCB/DCB_audio_part08_2018.10.06/DCB_se2_ag4_f_05_1.wav,female,female,91.wav,105312,old,african_american,53.wav
0_7198,VLD_se0_ag3_f_01,2184.2564,2200.4506,"It is. (pause 0.59) And it's not just about- (pause 1.03) Okay, let me- (pause 0.78) I was, (pause 0.29) again, I think I told you, just dealing with my health. And I just came from a doctor or whatever. (pause 0.63) Thinking about, (pause 1.29) I guess I said, my career. (pause 0.54) Or just thinking about life. (pause 0.32)",16.19419999999991,VLD_se0_ag3_f_01_1.wav,data/CORAAL/VLD/VLD_audio_part02_2021.07/VLD_se0_ag3_f_01_1.wav,female,female,92.wav,259104,old,african_american,69.wav
0_7386,VLD_se0_ag4_f_01,169.9936,185.5764,"No not a uni- no- not a university, at a nursing home. I remember. I think it was a nursing home. My mom she started off, um, (pause 3.07) anyway, she became a nurse for a psych ward. (pause 1.48) Psychiatric ward.",15.58280000000002,VLD_se0_ag4_f_01_1.wav,data/CORAAL/VLD/VLD_audio_part04_2021.07/VLD_se0_ag4_f_01_1.wav,female,female,93.wav,249328,old,african_american,112.wav
0_6220,ROC_se0_ag1_f_03,2931.8647,2938.6248,the kind of people who live there. It's just (pause 0.54) these houses are really nice. Like there are some beautiful beautiful houses here. (pause 0.63),6.760099999999966,ROC_se0_ag1_f_03_1.wav,data/CORAAL/ROC/ROC_audio_part01_2020.05/ROC_se0_ag1_f_03_1.wav,female,female,94.wav,108160,young,african_american,39.wav
0_6066,ROC_se0_ag1_f_02,2438.7775,2459.1743,"how they're asking the questions, and it's like, no, I'm actually very good, I'm very happy, and I really am. Like, I'm not putting on because, like, they're no one to put on for. (pause 0.48) Um, but (pause 0.33) I definitely (pause 0.74) got this feeling that somehow, (pause 0.27) I should be (pause 0.36) disappointed in myself, because I didn't go to academia. (pause 1.75) Um, (pause 0.76) yeah.",20.396799999999985,ROC_se0_ag1_f_02_1.wav,data/CORAAL/ROC/ROC_audio_part01_2020.05/ROC_se0_ag1_f_02_1.wav,female,female,95.wav,326352,young,african_american,117.wav
