expressed_emotion,emotion_intensity,stimulus_id,sentences,semantically_neutral,number_of_surveys,raw_taget_emotion_score,raw_control_emotion_1_score,raw_control_emotion_2_score,raw_control_emotion_3_score,raw_control_emotion_4_score,raw_control_none_of_the_above_score,p_value,control_taget_emotion_score,control_control_emotion_1_score,control_control_emotion_2_score,control_control_emotion_3_score,control_control_emotion_4_score,control_control_none_of_the_above_score,valence,intensity,arousal,target_emotion,control_emotion,control_emotion_2,control_emotion_3,control_emotion_4,control_emotion_5,original_id,speaker_id,speaker_age,speaker_gender,fixed_audio,stimulus_dir,id_corrected,file_exists,sample_length,path
Disgusted,High,KV5C,It was always like that ,yes,20,25.0,0.0,35.0,5.0,5.0,30.0,0.10184048902816756,9.638554216867469,0.0,21.686746987951803,0.0,0.0,15.662650602409636,2.35,3.3,2.5,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V5C,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,38400.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/KV5C.wav
Disgusted,High,KV5F,What's all this? ,yes,20,75.0,0.0,20.0,0.0,0.0,5.0,8.685280272757723e-10,69.87951807228916,0.0,3.614457831325301,0.0,0.0,0.0,2.15,3.6,3.05,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V5F,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,44928.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/KV5F.wav
Disgusted,High,KV5B,Oh how nasty,no,20,95.0,0.0,0.0,5.0,0.0,0.0,0.0,93.97590361445782,0.0,0.0,0.0,0.0,0.0,1.9,3.3,3.1,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V5B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,51072.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/KV5B.wav
Disgusted,High,KV5A,"Ugh, cover your mouth when you sneeze!",no,20,95.0,0.0,0.0,5.0,0.0,0.0,0.0,93.97590361445782,0.0,0.0,0.0,0.0,0.0,1.8,3.75,3.55,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V5A,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,87168.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/KV5A.wav
Excited,High,KV7D,Is it almost over? ,yes,20,55.00000000000001,10.0,0.0,25.0,0.0,10.0,1.5294887418804137e-05,45.78313253012048,0.0,0.0,9.638554216867469,0.0,0.0,3.7,3.5,3.1,Excited,Interested,Joking ,Hurt,Bored,None of the above,K-V7D,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,34176.0,data/EU_Emotion_Stimulus_Set/Original/Excited/KV7D.wav
Excited,High,KV7G,What are you going to do? ,yes,20,55.00000000000001,15.0,5.0,10.0,0.0,15.0,1.5294887418804137e-05,45.78313253012048,0.0,0.0,0.0,0.0,0.0,3.0,4.1,3.3,Excited,Interested,Joking ,Hurt,Bored,None of the above,K-V7G,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,25728.0,data/EU_Emotion_Stimulus_Set/Original/Excited/KV7G.wav
Excited,High,KV7A,I’m going to bake a Pirate Cake for the children,no,21,80.95238095238095,9.523809523809524,4.761904761904762,0.0,0.0,4.761904761904762,7.822631431508853e-12,77.05106138841079,0.0,0.0,0.0,0.0,0.0,4.28571428571429,3.76190476190476,3.71428571428571,Excited,Interested,Joking ,Hurt,Bored,None of the above,K-V7A,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,44928.0,data/EU_Emotion_Stimulus_Set/Original/Excited/KV7A.wav
Excited,High,KV7B,I can’t wait,no,21,90.47619047619048,0.0,4.761904761904762,0.0,4.761904761904762,0.0,4.884981308350689e-15,88.52553069420539,0.0,0.0,0.0,0.0,0.0,4.42857142857143,4.04761904761905,3.66666666666667,Excited,Interested,Joking ,Hurt,Bored,None of the above,K-V7B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,26880.0,data/EU_Emotion_Stimulus_Set/Original/Excited/KV7B.wav
Happy,High,KV1H,Is this for me?,yes,21,0.0,4.761904761904762,76.19047619047619,4.761904761904762,14.285714285714285,0.0,0.9782632889128426,0.0,0.0,71.31382673551347,0.0,0.0,0.0,3.23809523809524,3.61904761904762,3.28571428571429,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V1H,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,34176.0,data/EU_Emotion_Stimulus_Set/Original/Happy/KV1H.wav
Happy,High,fix__KV1C,I knew it from the start ,yes,21,23.809523809523807,28.57142857142857,19.047619047619047,14.285714285714285,4.761904761904762,9.523809523809524,0.26495137787668677,8.20424555364314,13.941480206540444,2.467010900745838,0.0,0.0,0.0,3.42857142857143,3.57142857142857,3.38095238095238,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V1Cx,K,30,Male,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Happy,False,True,33792.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Happy/fix__KV1C.wav
Happy,High,KV1F,What's all this?,yes,22,27.27272727272727,0.0,59.09090909090909,0.0,13.636363636363635,0.0,0.14699928883333602,12.37677984665936,0.0,50.71193866374589,0.0,0.0,0.0,3.81818181818182,3.5,3.36363636363636,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V1F,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,44160.0,data/EU_Emotion_Stimulus_Set/Original/Happy/KV1F.wav
Happy,High,KV1B,It’s wonderful to see you,no,22,54.54545454545454,13.636363636363635,18.181818181818183,4.545454545454546,9.090909090909092,0.0,5.6418602425445386e-05,45.23548740416209,0.0,1.4238773274917844,0.0,0.0,0.0,3.81818181818182,3.72727272727273,3.36363636363636,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V1B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,37632.0,data/EU_Emotion_Stimulus_Set/Original/Happy/KV1B.wav
Happy,High,KV1A,"Hmm, I love chocolate!",no,21,71.42857142857143,0.0,9.523809523809524,14.285714285714285,4.761904761904762,0.0,3.0771303283216866e-09,65.57659208261619,0.0,0.0,0.0,0.0,0.0,4.3,3.9,3.45,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V1A,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,50304.0,data/EU_Emotion_Stimulus_Set/Original/Happy/KV1A.wav
Hurt,High,fix__KV10C,What are you going to do?,yes,21,4.761904761904762,66.66666666666666,19.047619047619047,0.0,4.761904761904762,4.761904761904762,0.8869691023467817,0.0,59.839357429718866,2.467010900745838,0.0,0.0,0.0,2.428571429,3.238095238,3.142857143,Hurt,Worried,Unfriendly,Surprised,Happy,None of the above,K-V10Cx,K,30,Male,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Hurt,False,True,31104.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Hurt/fix__KV10C.wav
Hurt,High,KV10D,Who told you that? ,yes,21,23.809523809523807,19.047619047619047,19.047619047619047,28.57142857142857,4.761904761904762,4.761904761904762,0.26495137787668677,8.20424555364314,2.467010900745838,2.467010900745838,13.941480206540444,0.0,0.0,2.57142857142857,3.47619047619048,3.47619047619048,Hurt,Worried,Unfriendly,Surprised,Happy,None of the above,K-V10D,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Hurt,False,True,32256.0,data/EU_Emotion_Stimulus_Set/Original/Hurt/KV10D.wav
Hurt,High,KV10B,How can you say that to me?,no,21,66.66666666666666,0.0,19.047619047619047,4.761904761904762,4.761904761904762,4.761904761904762,4.558406052623809e-07,59.839357429718866,0.0,2.467010900745838,0.0,0.0,0.0,2.23809523809524,3.71428571428571,3.61904761904762,Hurt,Worried,Unfriendly,Surprised,Happy,None of the above,K-V10B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Hurt,False,True,39168.0,data/EU_Emotion_Stimulus_Set/Original/Hurt/KV10B.wav
Hurt,High,KV10A,That’s not very nice,no,20,70.0,0.0,10.0,5.0,10.0,5.0,1.4120141944573561e-08,63.85542168674698,0.0,0.0,0.0,0.0,0.0,2.75,2.95,2.85,Hurt,Worried,Unfriendly,Surprised,Happy,None of the above,K-V10A,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Hurt,False,True,47616.0,data/EU_Emotion_Stimulus_Set/Original/Hurt/KV10A.wav
Jealous,High,KV11D,"Yes, it happened again ",yes,20,0.0,20.0,45.0,15.0,0.0,20.0,0.9739159466954111,0.0,3.614457831325301,33.734939759036145,0.0,0.0,3.614457831325301,2.65,3.7,3.55,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,K-V11D,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,44160.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/KV11D.wav
Jealous,High,KV11E,Who told you that?,yes,20,10.0,25.0,5.0,30.0,5.0,25.0,0.6713409283621807,0.0,9.638554216867469,0.0,15.662650602409636,0.0,9.638554216867469,2.2,3.9,3.4,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,K-V11E,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,26496.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/KV11E.wav
Jealous,High,KV11B,There’s none left for me,no,20,20.0,50.0,25.0,5.0,0.0,0.0,0.231250781007158,3.614457831325301,39.75903614457831,9.638554216867469,0.0,0.0,0.0,1.8,4.1,3.45,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,K-V11B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,39168.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/KV11B.wav
Jealous,High,KV11A,I deserve it more than her,no,24,62.5,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,4.166666666666666,6.681090036764203e-08,54.81927710843373,0.0,0.0,0.0,0.0,0.0,1.75,3.25,3.20833333333333,Jealous,Disappointed,Disgusted,Interested,Kind,None of the above,K-V11A,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Jealous,False,True,43008.0,data/EU_Emotion_Stimulus_Set/Original/Jealous/KV11A.wav
Joking,High,KV12C,What will we do now? ,yes,23,30.434782608695656,0.0,30.434782608695656,0.0,13.043478260869565,26.08695652173913,0.027549395484673056,16.186485070717655,0.0,16.186485070717655,0.0,0.0,10.948140387637505,3.43478260869565,3.1304347826087,2.95652173913043,Joking,Kind,Interested,Proud,Angry,None of the above,K-V12C,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,40320.0,data/EU_Emotion_Stimulus_Set/Original/Joking/KV12C.wav
Joking,High,KV12G,Bet you weren't expecting that ,yes,23,69.56521739130434,4.3478260869565215,4.3478260869565215,0.0,8.695652173913043,13.043478260869565,2.1377074554962405e-09,63.33158721843897,0.0,0.0,0.0,0.0,0.0,4.04347826086957,3.56521739130435,3.08695652173913,Joking,Kind,Interested,Proud,Angry,None of the above,K-V12G,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,49152.0,data/EU_Emotion_Stimulus_Set/Original/Joking/KV12G.wav
Joking,High,KV12B,Try and get it back from me,no,21,76.19047619047619,4.761904761904762,0.0,9.523809523809524,9.523809523809524,0.0,1.7833978738224232e-10,71.31382673551347,0.0,0.0,0.0,0.0,0.0,3.95,3.75,3.45,Joking,Kind,Interested,Proud,Angry,None of the above,K-V12B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,42240.0,data/EU_Emotion_Stimulus_Set/Original/Joking/KV12B.wav
Joking,High,KV12E,This doesn't look good ,yes,20,90.0,0.0,5.0,5.0,0.0,0.0,2.7644553313166398e-14,87.95180722891567,0.0,0.0,0.0,0.0,0.0,2.95,3.0,2.95,Joking,Kind,Interested,Proud,Angry,None of the above,K-V12E,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Joking,False,True,33792.0,data/EU_Emotion_Stimulus_Set/Original/Joking/KV12E.wav
Afraid,Low,KV4E,I knew it would happen,yes,20,15.0,30.0,0.0,40.0,0.0,15.0,0.43345436222433076,0.0,15.662650602409636,0.0,27.710843373493976,0.0,0.0,2.0,3.35,3.05,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,K-V4E,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Afraid - Low Intensity,,False,,
Afraid,Low,KV4G,Is this for me?,yes,22,22.727272727272727,13.636363636363635,13.636363636363635,18.181818181818183,9.090909090909092,22.727272727272727,0.14699928883333602,6.900328587075573,0.0,0.0,1.4238773274917844,0.0,6.900328587075573,2.45454545454545,2.59090909090909,2.40909090909091,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,K-V4G,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Afraid - Low Intensity,,False,,
Disgusted,Low,KV6G,Here we go again ,yes,20,5.0,0.0,95.0,0.0,0.0,0.0,0.8695797334770559,0.0,0.0,93.97590361445782,0.0,0.0,0.0,1.7,3.6,2.75,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V6G,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity,False,True,38400.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity/KV6G.wav
Disgusted,Low,KV6B,Oh how nasty,no,22,63.63636363636363,0.0,18.181818181818183,0.0,13.636363636363635,4.545454545454546,1.107464933092217e-07,56.18838992332967,0.0,1.4238773274917844,0.0,0.0,0.0,2.31818181818182,3.13636363636364,2.72727272727273,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,K-V6B,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity,False,True,41088.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted - Low Intensity/KV6B.wav
Happy,Low,KV2C,I knew it from the start ,yes,23,60.86956521739131,0.0,17.391304347826086,0.0,13.043478260869565,8.695652173913043,2.689146278989085e-07,52.85489785227868,0.0,0.47145102147721113,0.0,0.0,0.0,3.69565217391304,3.08695652173913,3.1304347826087,Happy,Interested,Surprised,Bored,Angry,None of the above,K-V2C,K,30,Male,False,data/EU_Emotion_Stimulus_Set/Original/Happy - Low Intensity,False,True,37632.0,data/EU_Emotion_Stimulus_Set/Original/Happy - Low Intensity/KV2C.wav
Afraid,High,EV3D,I knew it from the start ,yes,21,14.285714285714285,23.809523809523807,9.523809523809524,47.61904761904761,0.0,4.761904761904762,0.47310212324730583,0.0,8.20424555364314,0.0,36.89041881812965,0.0,0.0,1.66666666666667,3.61904761904762,3.47619047619048,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,E-V3D,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Afraid,False,True,37248.0,data/EU_Emotion_Stimulus_Set/Original/Afraid/EV3D.wav
Afraid,High,EV3E,I knew it would happen,yes,22,22.727272727272727,9.090909090909092,0.0,63.63636363636363,0.0,4.545454545454546,0.14699928883333602,6.900328587075573,0.0,0.0,56.18838992332967,0.0,0.0,1.95454545454545,3.09090909090909,3.0,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,E-V3E,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Afraid,False,True,34176.0,data/EU_Emotion_Stimulus_Set/Original/Afraid/EV3E.wav
Afraid,High,EV3B,When will it be over,no,22,50.0,9.090909090909092,9.090909090909092,18.181818181818183,4.545454545454546,9.090909090909092,5.6418602425445386e-05,39.75903614457831,0.0,0.0,1.4238773274917844,0.0,0.0,2.31818181818182,3.5,3.45454545454545,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,E-V3B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Afraid,False,True,37248.0,data/EU_Emotion_Stimulus_Set/Original/Afraid/EV3B.wav
Afraid,High,EV3G,Is this for me?,yes,21,76.19047619047619,4.761904761904762,0.0,9.523809523809524,0.0,9.523809523809524,1.7833978738224232e-10,71.31382673551347,0.0,0.0,0.0,0.0,0.0,2.14285714285714,3.71428571428571,3.42857142857143,Afraid,Ashamed,Unfriendly,Disappointed,Kind,None of the above,E-V3G,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Afraid,False,True,44544.0,data/EU_Emotion_Stimulus_Set/Original/Afraid/EV3G.wav
Ashamed,High,EV13C,What are you going to do?,yes,21,0.0,0.0,100.0,0.0,0.0,0.0,0.9782632889128426,0.0,0.0,100.0,0.0,0.0,0.0,2.0,3.28571428571429,3.04761904761905,Ashamed,Disappointed,Worried,Unfriendly,Proud,None of the above,E-V13C,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Ashamed,False,True,39936.0,data/EU_Emotion_Stimulus_Set/Original/Ashamed/EV13C.wav
Ashamed,High,EV13E,This doesn't look good ,yes,20,15.0,5.0,80.0,0.0,0.0,0.0,0.43345436222433076,0.0,0.0,75.90361445783132,0.0,0.0,0.0,1.95,3.3,3.3,Ashamed,Disappointed,Worried,Unfriendly,Proud,None of the above,E-V13E,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Ashamed,False,True,45696.0,data/EU_Emotion_Stimulus_Set/Original/Ashamed/EV13E.wav
Ashamed,High,EV13A,I shouldn’t have done that,no,20,70.0,0.0,25.0,0.0,5.0,0.0,1.4120141944573561e-08,63.85542168674698,0.0,9.638554216867469,0.0,0.0,0.0,1.8,4.05,3.4,Ashamed,Disappointed,Worried,Unfriendly,Proud,None of the above,E-V13A,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Ashamed,False,True,64128.0,data/EU_Emotion_Stimulus_Set/Original/Ashamed/EV13A.wav
Bored,High,fix__EV8C,What will we do now? ,yes,21,14.285714285714285,9.523809523809524,57.14285714285714,19.047619047619047,0.0,0.0,0.47310212324730583,0.0,0.0,48.36488812392426,2.467010900745838,0.0,0.0,3.14285714285714,3.38095238095238,3.0952380952381,Bored,Frustrated,Sad,Hurt,Excited,None of the above,E-V8Cx,E,70,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Bored,False,True,36864.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Bored/fix__EV8C.wav
Bored,High,EV8E,"Yes, it happened again ",yes,22,36.36363636363637,13.636363636363635,40.909090909090914,9.090909090909092,0.0,0.0,0.006130793918705857,23.329682365826944,0.0,28.806133625410734,0.0,0.0,0.0,2.04545454545455,3.13636363636364,2.86363636363636,Bored,Frustrated,Sad,Hurt,Excited,None of the above,E-V8E,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Bored,False,True,54144.0,data/EU_Emotion_Stimulus_Set/Original/Bored/EV8E.wav
Bored,High,EV8A,There is nothing to do,no,21,61.904761904761905,4.761904761904762,14.285714285714285,14.285714285714285,4.761904761904762,0.0,4.558406052623809e-07,54.102122776821574,0.0,0.0,0.0,0.0,0.0,2.57142857142857,3.33333333333333,2.95238095238095,Bored,Frustrated,Sad,Hurt,Excited,None of the above,E-V8A,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Bored,False,True,34944.0,data/EU_Emotion_Stimulus_Set/Original/Bored/EV8A.wav
Bored,High,EV8B,How much longer!,no,20,80.0,15.0,5.0,0.0,0.0,0.0,4.030220601691781e-11,75.90361445783132,0.0,0.0,0.0,0.0,0.0,2.1,2.95,3.35,Bored,Frustrated,Sad,Hurt,Excited,None of the above,E-V8B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Bored,False,True,47616.0,data/EU_Emotion_Stimulus_Set/Original/Bored/EV8B.wav
Disappointed,High,EV9C,What will we do now? ,yes,20,10.0,90.0,0.0,0.0,0.0,0.0,0.6713409283621807,0.0,87.95180722891567,0.0,0.0,0.0,0.0,1.9,3.7,3.3,Disappointed,Worried,Bored,Afraid,Joking ,None of the above,E-V9C,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disappointed,False,True,33408.0,data/EU_Emotion_Stimulus_Set/Original/Disappointed/EV9C.wav
Disappointed,High,EV9D,"Yes, it happened again",yes,23,43.47826086956522,26.08695652173913,17.391304347826086,4.3478260869565215,4.3478260869565215,4.3478260869565215,0.0005180219185986212,31.901519119958095,10.948140387637505,0.47145102147721113,0.0,0.0,0.0,2.30434782608696,2.65217391304348,2.69565217391304,Disappointed,Worried,Bored,Afraid,Joking ,None of the above,E-V9D,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disappointed,False,True,61824.0,data/EU_Emotion_Stimulus_Set/Original/Disappointed/EV9D.wav
Disappointed,High,EV9A,There aren’t any left,no,21,76.19047619047619,14.285714285714285,4.761904761904762,0.0,0.0,4.761904761904762,1.7833978738224232e-10,71.31382673551347,0.0,0.0,0.0,0.0,0.0,2.14285714285714,2.76190476190476,2.80952380952381,Disappointed,Worried,Bored,Afraid,Joking ,None of the above,E-V9A,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disappointed,False,True,52608.0,data/EU_Emotion_Stimulus_Set/Original/Disappointed/EV9A.wav
Disappointed,High,EV9B,I tried so hard,no,20,90.0,5.0,5.0,0.0,0.0,0.0,2.7644553313166398e-14,87.95180722891567,0.0,0.0,0.0,0.0,0.0,2.0,3.35,3.4,Disappointed,Worried,Bored,Afraid,Joking ,None of the above,E-V9B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disappointed,False,True,41088.0,data/EU_Emotion_Stimulus_Set/Original/Disappointed/EV9B.wav
Disgusted,High,EV5H,Is this for me?,yes,21,14.285714285714285,23.809523809523807,14.285714285714285,4.761904761904762,33.33333333333333,9.523809523809524,0.47310212324730583,0.0,8.20424555364314,0.0,0.0,19.678714859437747,0.0,3.15,3.45,3.05,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,E-V5H,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,35328.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/EV5H.wav
Disgusted,High,EV5D,I knew it from the start,yes,21,28.57142857142857,0.0,47.61904761904761,19.047619047619047,4.761904761904762,0.0,0.04791953403692162,13.941480206540444,0.0,36.89041881812965,2.467010900745838,0.0,0.0,2.47619047619048,3.23809523809524,3.04761904761905,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,E-V5D,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,43776.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/EV5D.wav
Disgusted,High,fix__EV5F,What's all this? ,yes,21,57.14285714285714,9.523809523809524,23.809523809523807,0.0,0.0,9.523809523809524,4.079328780548508e-06,48.36488812392426,0.0,8.20424555364314,0.0,0.0,0.0,2.57142857142857,3.57142857142857,3.52380952380952,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,E-V5Fx,E,70,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Disgusted,False,True,49536.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Disgusted/fix__EV5F.wav
Disgusted,High,EV5A,"Ugh, cover your mouth when you sneeze!",no,24,66.66666666666666,12.5,12.5,0.0,4.166666666666666,4.166666666666666,6.681090036764203e-08,59.839357429718866,0.0,0.0,0.0,0.0,0.0,1.70833333333333,4.0,4.08333333333333,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,E-V5A,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,70656.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/EV5A.wav
Disgusted,High,EV5B,Oh how nasty,no,25,68.0,12.0,8.0,0.0,4.0,8.0,1.4244001533825212e-09,61.44578313253013,0.0,0.0,0.0,0.0,0.0,2.24,3.68,3.4,Disgusted,Afraid,Frustrated,Sad,Interested,None of the above,E-V5B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Disgusted,False,True,46848.0,data/EU_Emotion_Stimulus_Set/Original/Disgusted/EV5B.wav
Excited,High,EV7G,What are you going to do? ,yes,20,40.0,25.0,0.0,5.0,0.0,30.0,0.002841615664239905,27.710843373493976,9.638554216867469,0.0,0.0,0.0,15.662650602409636,2.65,3.75,3.5,Excited,Interested,Joking ,Hurt,Bored,None of the above,E-V7G,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,45696.0,data/EU_Emotion_Stimulus_Set/Original/Excited/EV7G.wav
Excited,High,EV7D,Is it almost over? ,yes,20,50.0,15.0,5.0,15.0,15.0,0.0,0.00010501935652418304,39.75903614457831,0.0,0.0,0.0,0.0,0.0,3.3,3.35,3.45,Excited,Interested,Joking ,Hurt,Bored,None of the above,E-V7D,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,36864.0,data/EU_Emotion_Stimulus_Set/Original/Excited/EV7D.wav
Excited,High,EV7C,What will we do now? ,yes,20,60.0,20.0,5.0,5.0,0.0,10.0,1.8362170529639954e-06,51.80722891566265,3.614457831325301,0.0,0.0,0.0,0.0,3.5,3.85,3.5,Excited,Interested,Joking ,Hurt,Bored,None of the above,E-V7C,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,38784.0,data/EU_Emotion_Stimulus_Set/Original/Excited/EV7C.wav
Excited,High,EV7F,Let me do that ,yes,22,72.72727272727273,13.636363636363635,0.0,9.090909090909092,0.0,4.545454545454546,6.61471544205483e-10,67.14129244249726,0.0,0.0,0.0,0.0,0.0,4.40909090909091,4.18181818181818,3.59090909090909,Excited,Interested,Joking ,Hurt,Bored,None of the above,E-V7F,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,32256.0,data/EU_Emotion_Stimulus_Set/Original/Excited/EV7F.wav
Excited,High,EV7B,I can’t wait,no,23,91.30434782608695,4.3478260869565215,0.0,0.0,4.3478260869565215,0.0,0.0,89.5233106338397,0.0,0.0,0.0,0.0,0.0,4.52173913043478,4.0,3.69565217391304,Excited,Interested,Joking ,Hurt,Bored,None of the above,E-V7B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Excited,False,True,44544.0,data/EU_Emotion_Stimulus_Set/Original/Excited/EV7B.wav
Happy,High,EV1G,It was always like that,yes,22,0.0,4.545454545454546,4.545454545454546,27.27272727272727,4.545454545454546,59.09090909090909,0.9818860740940355,0.0,0.0,0.0,12.37677984665936,0.0,50.71193866374589,2.45454545454545,3.09090909090909,2.81818181818182,Happy,Interested,Surprised,Bored,Angry,None of the above,E-V1G,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,39936.0,data/EU_Emotion_Stimulus_Set/Original/Happy/EV1G.wav
Happy,High,EV1B,It’s wonderful to see you,yes,21,0.0,9.523809523809524,4.761904761904762,4.761904761904762,9.523809523809524,71.42857142857143,0.9782632889128426,0.0,0.0,0.0,0.0,0.0,65.57659208261619,3.0,2.75,2.7,Happy,Interested,Surprised,Bored,Angry,None of the above,E-V1B,E,70,Female,False,data/EU_Emotion_Stimulus_Set/Original/Happy,False,True,38016.0,data/EU_Emotion_Stimulus_Set/Original/Happy/EV1B.wav
Happy,High,fix__EV1C,I knew it from the start ,yes,25,28.000000000000004,12.0,24.0,0.0,20.0,16.0,0.044731927472454025,13.253012048192772,0.0,8.433734939759034,0.0,3.614457831325301,0.0,3.32,3.44,3.2,Happy,Interested,Surprised,Bored,Angry,None of the above,E-V1Cx,E,70,Female,True,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Happy,False,True,46464.0,data/EU_Emotion_Stimulus_Set/Fixed - amplified volume/Happy/fix__EV1C.wav
